complaint_id,received_date,resolved_date,customer_id,primary_category,complaint_notes,contact_channel,product_id,branch_id,status,escalation_target
CS-2025-00542,2025-10-30,2025-11-18,C10070,Other,Customer described a concern that did not clearly fit an available category. Additional notes were entered for review.,Email,P001,B003,Resolved,
CS-2025-00543,2025-10-03,2025-10-12,C10474,Employee / Service,Customer called about concern.,Secure Message,P009,B005,Resolved,
CS-2026-00544,2026-08-30,2026-09-06,C10430,Fees,Issue reviewed with customer.,Phone,P009,,Resolved,
CS-2025-00545,2025-08-09,2025-08-28,C10287,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Phone,P006,B004,Resolved,
CS-2025-00546,2025-11-22,2025-11-25,C10212,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative documented the issue for follow-up.,Email,P009,B004,Resolved,
CS-2025-00547,2025-11-23,2025-12-10,C10246,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Phone,P002,,Resolved,
CS-2025-00548,2025-12-11,2025-12-27,C10151,Other,Customer described a concern that did not clearly fit an available category. Customer provided additional context about the experience.,Phone,P002,B009,Resolved,
CS-2026-00549,2026-01-11,2026-01-14,C10539,Lending,Issue reviewed with customer.,Branch Referral,P004,B005,Resolved,
CS-2025-00550,2025-07-11,2025-07-23,C10402,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative attempted to resolve the issue during the interaction.,Phone,P004,B006,Resolved,
CS-2025-00551,2025-05-06,2025-05-22,C10343,Fees,Customer disputed a fee and requested review. Customer provided additional context about the experience.,Phone,,,Resolved,
CS-2026-00552,2026-05-17,2026-05-23,C10436,fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Phone,P005,B009,Resolved,
CS-2025-00553,2025-01-25,2025-02-15,C10195,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Additional notes were entered for review.,Phone,P011,,Resolved,
CS-2025-00554,2025-10-24,2025-11-14,C10236,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative documented the issue for follow-up.,Secure Message,P007,B001,Resolved,
CS-2025-00555,2025-03-27,2025-04-13,C10226,fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Secure Message,P003,,Resolved,
CS-2025-00556,2025-09-12,2025-09-16,C10347,Employee / Service,Customer called about concern.,Email,P009,,Resolved,
CS-2025-00557,2025-03-24,,C10069,Other,Customer described a concern that did not clearly fit an available category. Customer provided additional context about the experience.,Email,P011,,Referred,Compliance
CS-2025-00558,2025-11-07,2025-11-19,C10083,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Branch Referral,P003,B004,Resolved,
CS-2026-00559,2026-08-04,,C10540,Account Servicing,Customer expressed dissatisfaction with account servicing. Additional notes were entered for review.,Phone,P003,B010,Open,
CS-2026-00560,2026-05-01,2026-05-07,C10434,Cards,Customer reported a debit or credit card concern. Additional notes were entered for review.,Phone,P003,,Resolved,
CS-2026-00561,2026-04-09,,C10510,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Secure Message,,,Open,
CS-2026-00562,2026-03-10,,C10532,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative attempted to resolve the issue during the interaction.,Branch Referral,P007,B007,Referred,Compliance
CS-2026-00563,2026-06-30,2026-07-21,C10226,Cards,Customer reported a debit or credit card concern. Representative attempted to resolve the issue during the interaction.,Other Department Referral,P002,B005,Resolved,
CS-2026-00564,2026-02-17,2026-02-22,C10574,Other,Customer upset; follow-up requested.,Branch Referral,P007,B008,Resolved,
CS-2026-00565,2026-01-31,,C10371,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Other Department Referral,P003,B001,Open,
CS-2025-00566,2025-01-05,,C10468,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Additional notes were entered for review.,Email,P009,,Referred,Other Department
CS-2025-00567,2025-02-14,2025-03-07,C10546,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Branch Referral,P011,,Resolved,
CS-2026-00568,2026-07-30,2026-08-04,C10356,Cards,Customer reported a debit or credit card concern. Customer provided additional context about the experience.,Email,P010,,Resolved,
CS-2025-00569,2025-04-03,,C10206,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative attempted to resolve the issue during the interaction.,Phone,P011,,Open,
CS-2025-00570,2025-08-24,,C10520,Other,Customer described a concern that did not clearly fit an available category. Representative documented the issue for follow-up.,Branch Referral,,B005,Open,
CS-2026-00571,2026-02-17,2026-03-05,C10215,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Phone,P007,,Resolved,
CS-2026-00572,2026-02-14,2026-02-24,C10201,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Secure Message,P006,,Resolved,
CS-2025-00573,2025-10-09,2025-10-29,C10346,Other,Customer described a concern that did not clearly fit an available category. Customer provided additional context about the experience.,Phone,P011,,Resolved,
CS-2026-00574,2026-02-14,2026-03-04,C10401,Other,Customer described a concern that did not clearly fit an available category. Representative attempted to resolve the issue during the interaction.,Email,P010,,Resolved,
CS-2026-00575,2026-04-23,2026-04-25,C10336,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative attempted to resolve the issue during the interaction.,Phone,P007,,Resolved,
CS-2025-00576,2025-01-07,,C10461,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Phone,P001,,Referred,Compliance
CS-2025-00577,2025-12-15,2025-12-16,C10241,Cards,Customer reported a debit or credit card concern. Representative documented the issue for follow-up.,Secure Message,P010,B005,Resolved,
CS-2026-00578,2026-05-28,2026-06-03,C10573,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Email,P002,,Resolved,
CS-2026-00579,2026-01-22,2026-02-13,C10493,Employee / Service,Issue reviewed with customer.,Secure Message,P002,,Resolved,
CS-2026-00580,2026-01-25,2026-01-27,C10088,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Phone,P010,,Resolved,
CS-2025-00581,2025-08-08,2025-08-22,C10126,Cards,Customer reported a debit or credit card concern. Additional notes were entered for review.,Email,P006,,Resolved,
CS-2025-00582,2025-05-11,2025-05-29,C10600,Lending,Customer called about concern.,Phone,P007,,Resolved,
CS-2025-00583,2025-05-26,,C10446,Employee / Service,Issue reviewed with customer.,Secure Message,P008,,Open,
CS-2025-00584,2025-01-27,2025-02-18,C10195,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Branch Referral,P006,B004,Resolved,
CS-2026-00585,2026-08-20,2026-09-01,C10496,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Representative attempted to resolve the issue during the interaction.,Phone,P005,,Resolved,
CS-2026-00586,2026-03-29,,C10011,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Phone,P006,,Referred,Compliance
CS-2025-00587,2025-10-14,,C10575,Cards,Customer reported a debit or credit card concern. Representative documented the issue for follow-up.,Email,P010,,Referred,Compliance
CS-2025-00588,2025-10-03,2025-10-25,C10154,Other,Customer described a concern that did not clearly fit an available category. Additional notes were entered for review.,Secure Message,P010,,Resolved,
CS-2025-00589,2025-12-07,2025-12-18,C10399,Lending,Customer upset; follow-up requested.,Branch Referral,P010,B003,Resolved,
CS-2026-00590,2026-06-28,,C10372,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Phone,P007,B003,Open,
CS-2025-00591,2025-11-25,2025-11-27,C10294,Employee/Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Secure Message,P007,,Resolved,
CS-2025-00592,2025-01-13,2025-02-04,C10201,Online & Mobile Banking,Customer upset; follow-up requested.,Phone,P004,,Resolved,
CS-2025-00593,2025-04-28,2025-04-29,C10186,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Branch Referral,P001,,Resolved,
CS-2025-00594,2025-01-20,2025-02-06,C10148,Online & Mobile Banking,Customer upset; follow-up requested.,Email,P009,,Resolved,
CS-2026-00595,2026-08-06,2026-08-25,C10093,Other,Customer described a concern that did not clearly fit an available category. Representative documented the issue for follow-up.,Email,P002,,Resolved,
CS-2025-00596,2025-07-03,,C10473,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Customer provided additional context about the experience.,Phone,P002,,Open,
CS-2026-00597,2026-03-26,2026-04-14,C10184,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative attempted to resolve the issue during the interaction.,Branch Referral,P011,B006,Resolved,
CS-2026-00598,2026-04-03,2026-04-03,C10489,Lending,Customer expressed dissatisfaction related to a lending product or process. Customer provided additional context about the experience.,Phone,P009,,Resolved,
CS-2026-00599,2026-02-24,,C10532,Lending,Customer expressed dissatisfaction related to a lending product or process. Customer provided additional context about the experience.,Phone,P010,,Open,
CS-2025-00600,2025-07-27,2025-07-28,C10172,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Secure Message,P011,,Resolved,
CS-2026-00601,2026-05-18,,C10188,Cards,Customer called about concern.,Secure Message,P002,B002,Open,
CS-2026-00602,2026-01-22,2026-02-03,C10383,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Phone,P006,,Resolved,
CS-2025-00603,2025-04-21,2025-04-25,C10066,fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Phone,P001,B010,Resolved,
CS-2026-00604,2026-05-02,2026-05-07,C10048,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Branch Referral,P004,B001,Resolved,
CS-2025-00605,2025-09-16,2025-09-26,C10178,Lending,Customer expressed dissatisfaction related to a lending product or process. Representative attempted to resolve the issue during the interaction.,Secure Message,P007,,Resolved,
CS-2025-00606,2025-04-01,2025-04-13,C10210,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Customer provided additional context about the experience.,Phone,P009,B003,Resolved,
CS-2025-00607,2025-07-20,2025-08-11,C10328,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Secure Message,P001,,Resolved,
CS-2025-00608,2025-09-23,2025-10-13,C10387,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Branch Referral,P001,B005,Resolved,
CS-2025-00609,2025-12-27,2026-01-12,C10143,Online & Mobile Banking,Issue reviewed with customer.,Email,,,Resolved,
CS-2026-00610,2026-08-17,2026-08-24,C10498,Lending,Customer expressed dissatisfaction related to a lending product or process. Customer provided additional context about the experience.,Secure Message,P004,,Resolved,
CS-2026-00611,2026-05-23,2026-06-05,C10471,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Phone,P005,B001,Resolved,
CS-2025-00612,2025-09-25,2025-10-07,C10086,Other,Issue reviewed with customer.,Branch Referral,P011,B002,Resolved,
CS-2026-00613,2026-07-18,2026-07-28,C10431,Lending,Customer expressed dissatisfaction related to a lending product or process. Customer provided additional context about the experience.,Email,P005,B002,Resolved,
CS-2025-00614,2025-08-10,2025-08-16,C10013,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Customer provided additional context about the experience.,Secure Message,P005,,Resolved,
CS-2025-00615,2025-02-28,2025-03-05,C10217,Employee / Service,Issue reviewed with customer.,Email,P003,B003,Resolved,
CS-2025-00616,2025-07-11,2025-07-23,C10099,Online & Mobile Banking,Customer upset; follow-up requested.,Branch Referral,P011,B002,Resolved,
CS-2026-00617,2026-07-26,2026-08-03,C10353,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Branch Referral,P003,B005,Resolved,
CS-2025-00618,2025-03-19,,C10008,Online & Mobile Banking,Customer called about concern.,Phone,P007,,Open,
CS-2026-00619,2026-08-28,2026-09-06,C10552,Cards,Customer reported a debit or credit card concern. Additional notes were entered for review.,Email,P002,B010,Resolved,
CS-2025-00620,2025-08-15,,C10407,Fees,Customer upset; follow-up requested.,Phone,,B006,Referred,Compliance
CS-2025-00621,2025-08-05,,C10057,Cards,Customer called about concern.,Email,P004,,Open,
CS-2026-00622,2026-08-26,2026-08-28,C10583,Lending,Customer expressed dissatisfaction related to a lending product or process. Additional notes were entered for review.,Other Department Referral,P002,B010,Resolved,
CS-2026-00623,2026-06-30,2026-07-16,C10106,Fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Phone,,B010,Resolved,
CS-2026-00624,2026-05-10,2026-05-16,C10539,Employee / Service,Customer described dissatisfaction with an employee interaction or service experience. Additional notes were entered for review.,Phone,P003,,Resolved,
CS-2025-00625,2025-07-30,,C10486,Cards,Customer reported a debit or credit card concern. Representative attempted to resolve the issue during the interaction.,Secure Message,P006,,Open,
CS-2025-00626,2025-02-13,,C10154,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Customer provided additional context about the experience.,Phone,P011,B003,Open,
CS-2025-00627,2025-03-24,,C10202,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Phone,P004,,Open,
CS-2025-00628,2025-07-15,,C10390,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Branch Referral,P005,B008,Open,
CS-2026-00629,2026-07-26,2026-08-02,C10422,Fees,Customer disputed a fee and requested review. Customer provided additional context about the experience.,Phone,P009,B005,Resolved,
CS-2026-00630,2026-02-16,2026-02-24,C10072,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Other Department Referral,P003,,Resolved,
CS-2026-00631,2026-06-16,,C10242,Account Servicing,Customer called about concern.,Secure Message,P005,,Open,
CS-2026-00632,2026-08-23,2026-08-29,C10054,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Phone,P008,B004,Resolved,
CS-2026-00633,2026-04-13,2026-05-03,C10274,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Secure Message,P003,B010,Resolved,
CS-2025-00634,2025-07-29,2025-07-29,C10385,Online & Mobile Banking,Customer upset; follow-up requested.,Branch Referral,P006,B005,Resolved,
CS-2026-00635,2026-03-11,2026-03-17,C10319,Fees,Customer disputed a fee and requested review. Representative documented the issue for follow-up.,Branch Referral,P004,B005,Resolved,
CS-2026-00636,2026-04-09,2026-04-14,C10188,Account Servicing,Customer expressed dissatisfaction with account servicing. Representative documented the issue for follow-up.,Phone,P005,B001,Resolved,
CS-2026-00637,2026-04-17,,C10420,Online & Mobile Banking,Customer reported difficulty with online or mobile banking. Representative documented the issue for follow-up.,Phone,P008,,Open,
CS-2025-00638,2025-09-02,2025-09-08,C10580,Cards,Customer upset; follow-up requested.,Other Department Referral,P009,,Resolved,
CS-2025-00639,2025-12-31,2026-01-13,C10399,Lending,Customer expressed dissatisfaction related to a lending product or process. Additional notes were entered for review.,Phone,P007,,Resolved,
CS-2025-00640,2025-08-27,2025-09-10,C10309,Fees,Customer disputed a fee and requested review. Additional notes were entered for review.,Branch Referral,P004,B004,Resolved,
CS-2025-90001,2025-12-07,2025-12-18,C10399,Lending,Customer upset; follow-up requested.,Secure Message,P010,B003,Resolved,
CS-2025-90002,2025-06-19,2025-07-09,C10411,Fees,Customer disputed a fee and requested review. Representative attempted to resolve the issue during the interaction.,Phone,P006,,Resolved,
CS-2026-90003,2026-05-27,,C10097,Employee / Service,Customer called about concern.,Secure Message,P010,B003,Open,
CS-2025-90004,2025-08-19,2025-08-19,C10416,Account Servicing,Customer expressed dissatisfaction with account servicing. Customer provided additional context about the experience.,Secure Message,P003,,Resolved,
CS-2025-90005,2025-08-11,2025-08-13,C10180,Account Servicing,Customer upset; follow-up requested.,Email,P006,B002,Resolved,
CS-2025-90006,2025-02-14,2025-03-02,C10040,Account Servicing,Customer contacted the bank again regarding the previously reported concern.,Phone,P003,,Resolved,
CS-2025-90007,2025-01-21,2025-01-22,C10291,Cards,Customer contacted the bank again regarding the previously reported concern.,Phone,P009,,Resolved,
CS-2025-90008,2025-07-23,,C10453,Online & Mobile Banking,Customer contacted the bank again regarding the previously reported concern.,Phone,P009,B003,Open,
CS-2025-90009,2025-01-17,2025-01-19,C10173,Other,Customer contacted the bank again regarding the previously reported concern.,Secure Message,P002,,Resolved,
CS-2025-90010,2025-08-20,2025-08-21,C10417,Account Servicing,Customer contacted the bank again regarding the previously reported concern.,Secure Message,P008,,Resolved,
